MSOA,Name,index-of-transport-accessibility,chargepoints,ulev,evhs,estimated-capacity
E02001041,"Prestwich East",939,0,263.0,13.278,173.08
E02001042,"Prestwich Central",930,0,189.0,13.107,686.65
E02001043,"Prestwich Clough & Rainsough",865,0,255.0,9.414,368.94
E02001044,"Sedgley Park",864,0,186.0,12.775,578.40
E02001045,"Boothroyden & Higher Blackley",909,0,56.0,5.583,825.88
E02001046,"Blackley",935,2,56.0,6.501,513.14
E02001047,"Charlestown",858,0,243.0,5.031,1132.34
E02001048,"Crumpsall North & Heaton Park",846,4,481.0,4.718,1841.31
E02001049,"New Moston",882,0,84.0,6.242,310.15
E02001050,"Harpurhey North",833,0,127.0,6.011,3576.97
E02001051,"Moston West",736,0,140.0,6.373,76.30
E02001052,"Crumpsall South",756,4,137.0,5.460,2030.90
E02001053,"Harpurhey South & Monsall",682,0,140.0,10.320,710.85
E02001055,"Newton Heath",710,1,84.0,11.935,1365.92
E02001056,"Clayton Vale",646,0,238.0,2.481,71.39
E02001057,"New Islington & Miles Platting",693,2,306.0,6.408,1243.07
E02001059,"Beswick",636,6,225.0,0.089,8587.12
E02001061,"Openshaw & Gorton North",691,6,190.0,2.365,1877.99
E02001062,"Ardwick",744,2,197.0,13.417,2888.83
E02001063,"Hulme & University",765,15,132.0,0.951,4970.02
E02001064,"Belle Vue & West Gorton",668,5,136.0,6.711,5970.64
E02001065,"Abbey Hey",663,0,36.0,3.398,749.47
E02001066,"Victoria Park",658,3,162.0,4.336,531.52
E02001067,"Gorton South",688,0,109.0,3.609,364.45
E02001068,"Moss Side West",759,0,251.0,5.547,194.84
E02001069,"Rusholme West & Moss Side East",704,0,105.0,5.113,327.84
E02001070,"Rusholme East",659,0,89.0,4.416,787.92
E02001071,"Levenshulme North",604,0,167.0,6.399,195.30
E02001072,"Whalley Range North",680,0,294.0,4.982,483.82
E02001073,"Chorlton North",753,4,294.0,30.908,613.87
E02001074,"Fallowfield West & Whalley Range South",718,1,356.0,4.750,1085.97
E02001075,"Levenshulme Central",577,0,140.0,13.478,582.37
E02001076,"Fallowfield Central",589,0,386.0,25.505,1106.11
E02001077,"Chorlton South",746,4,148.0,44.080,608.55
E02001078,"Levenshulme South & Burnage North",585,0,67.0,10.410,303.76
E02001079,"Withington North & Old Moat",760,2,440.0,23.611,285.74
E02001080,"Ladybarn",651,3,292.0,9.651,261.39
E02001081,"Beech Road & Chorlton Meadows",753,0,148.0,19.125,246.70
E02001082,"Withington West",732,0,230.0,28.858,372.37
E02001083,"West Didsbury",791,0,378.0,23.595,1242.45
E02001084,"Withington East",679,0,297.0,28.588,433.14
E02001085,"Burnage South",676,2,545.0,11.041,602.40
E02001086,"Merseybank & Barlow Moor",832,0,378.0,23.676,901.15
E02001087,"Didsbury Village",735,2,292.0,48.345,862.90
E02001088,"Northern Moor",842,0,75.0,9.351,104.42
E02001089,"East Didsbury",780,15,297.0,27.510,2366.91
E02001090,"Northenden",866,2,472.0,6.349,2048.68
E02001091,"Baguley West & Brooklands",791,2,789.0,12.236,1041.31
E02001092,"Baguley East & Wythenshawe Park",825,1,75.0,13.215,597.57
E02001093,"Benchill North & Sharston",810,0,242.0,16.133,567.47
E02001094,"Benchill South & Wythenshawe Central",817,1,167.0,10.842,1540.45
E02001095,"Newall Green",840,0,242.0,18.143,4492.12
E02001096,"Wythenshawe East & Peel Hall",784,1,167.0,7.537,20047.52
E02001097,"Woodhouse Park & Airport",824,0,1431.0,17.685,16533.36
E02001098,"Shaw & Crompton",794,0,130.0,11.540,91.87
E02001099,"Wood End",844,1,130.0,11.345,69.54
E02001100,"Clough & Shaw Side",795,2,462.0,12.889,842.83
E02001101,"Royton North",840,0,334.0,8.349,57.57
E02001102,"Royton East & Cowlishaw",855,0,130.0,9.519,82.13
E02001103,"Diggle",680,0,155.0,31.060,468.62
E02001104,"Moorside & Sholver",777,0,322.0,4.615,251.68
E02001105,"Royton South West",921,3,285.0,12.694,1716.03
E02001106,"Royton South East",902,0,184.0,11.919,151.18
E02001107,"Chadderton North",957,0,157.0,4.567,344.79
E02001108,"Derker",766,3,192.0,2.543,352.04
E02001109,"Waterhead",774,0,192.0,11.006,241.58
E02001110,"New Delph",557,0,239.0,28.576,661.79
E02001111,"Oldham Town North",849,15,425.0,7.571,852.90
E02001112,"Middleton Junction",901,0,330.0,8.560,3484.46
E02001113,"Busk",909,2,157.0,9.655,3926.91
E02001114,"Chadderton Central",943,3,103.0,11.686,484.61
E02001115,"Lees & Hey",671,0,192.0,9.582,134.59
E02001116,"Salem",794,0,192.0,9.728,203.32
E02001117,"Greenfield & Uppermill",439,2,101.0,34.456,1195.22
E02001118,"Springhead & Grasscroft",644,0,174.0,9.856,160.88
E02001119,"Alexandra Park",808,2,528.0,25.377,0.00
E02001121,"Oldham Town South",854,4,295.0,6.543,251.66
E02001123,"Alt",715,3,241.0,7.174,0.00
E02001124,"Chadderton South East",926,0,206.0,6.031,62.63
E02001125,"Chadderton South West",940,1,187.0,8.324,2832.76
E02001126,"Hathershaw",794,0,103.0,3.551,261.14
E02001127,"Lime Side & Garden Suburb",833,0,149.0,3.102,143.29
E02001128,"Failsworth East",903,9,353.0,6.806,924.00
E02001129,"Failsworth West",811,2,46.0,7.828,807.06
E02001130,"Holt Lane End & Bardsley",832,0,149.0,3.522,866.43
E02001131,"Failsworth South",741,0,130.0,3.665,0.00
E02001132,"Littleborough North & Calderbook",650,1,126.0,23.529,156.77
E02001133,"Littleborough West & Wardle",658,0,186.0,13.628,325.82
E02001134,"Littleborough South & Smithy Bridge",842,0,326.0,13.889,1124.54
E02001135,"Hurstead & Smallbridge",743,0,326.0,9.618,207.49
E02001136,"Healey",772,0,129.0,17.021,337.74
E02001137,"Hooley Bridge & Norden West",751,0,695.0,13.316,561.29
E02001138,"Norden East & Bagslate Moor",741,0,333.0,15.056,303.98
E02001139,"Wardleworth & Newbold Brow",808,0,269.0,14.498,476.61
E02001140,"Spotland Bridge",855,0,473.0,12.883,196.38
E02001141,"Central Rochdale & Mandale Park",895,17,530.0,63.435,3772.03
E02001142,"Springfield Park",849,0,296.0,9.558,374.72
E02001143,"Kingsway",934,1,344.0,12.472,1206.32
E02001144,"Milnrow West",975,0,140.0,8.100,374.39
E02001145,"Milnrow East & Newhey",953,0,197.0,8.548,243.24
E02001146,"Deeplish",912,6,530.0,25.309,1576.52
E02001147,"Balderstone & Kirkholt",925,0,474.0,13.964,378.65
E02001148,"Castleton & Trub",912,2,377.0,21.425,2465.14
E02001149,"Heywood Town",877,0,92.0,20.897,1007.50
E02001150,"Heywood Heap Bridge & Darnhill",837,0,362.0,10.705,1342.32
E02001151,"Heywood Hopwood & Siddal Moor",981,2,469.0,13.009,1821.19
E02001152,"North Middleton & Stakehill",943,0,173.0,20.072,1809.29
E02001153,"Langley & Wood Side",897,3,265.0,24.318,1188.63
E02001154,"Middleton East",889,0,173.0,12.819,431.92
E02001155,"Middleton Town & Rhodes",893,5,173.0,29.404,3237.40
E02001156,"Alkrington",948,0,229.0,11.540,721.63
E02001157,"Little Hulton North",800,0,206.0,22.181,259.39
E02001158,"Walkden North West",772,3,206.0,19.259,61.43
E02001159,"Walkden North East",843,0,312.0,25.031,106.08
E02001160,"Little Hulton South",806,0,287.0,21.511,12.44
E02001161,"Clifton",982,2,97.0,9.628,1098.28
E02001162,"Swinton Newtown",928,0,97.0,10.686,298.88
E02001163,"Walkden South",935,4,303.0,39.085,444.30
E02001164,"Clifton Green & Pendlebury East",891,0,164.0,10.870,630.54
E02001165,"Swinton West",899,0,303.0,45.714,625.10
E02001166,"Broughton Park",819,0,137.0,8.376,152.87
E02001167,"Kersal Dale",782,0,181.0,8.593,235.37
E02001168,"Swinton Worsley Road",886,7,478.0,20.280,1062.33
E02001169,"Ellenbrook & Boothstown",918,0,462.0,41.627,1563.17
E02001170,"Worsley",938,1,478.0,34.658,222.06
E02001171,"Swinton South East & Pendlebury West",887,0,164.0,6.489,83.52
E02001172,"Higher Broughton",794,5,137.0,19.331,1090.16
E02001173,"Cromwell Road & Broad Street",802,2,164.0,8.993,2042.65
E02001174,"Lightoaks",857,0,355.0,3.589,320.10
E02001175,"Winton & Westwood",982,1,190.0,8.036,321.01
E02001176,"Eccles",927,3,257.0,17.765,1290.89
E02001177,"Weaste & Seedley",904,9,466.0,5.024,4177.48
E02001178,"Salford Central & University",804,22,503.0,8.934,7648.56
E02001179,"Langworthy Buile Hill",829,0,115.0,4.721,226.02
E02001180,"Pendleton",871,3,115.0,3.706,2612.03
E02001181,"Peel Green",973,0,190.0,7.682,481.01
E02001182,"Barton upon Irwell",874,4,190.0,16.375,1101.68
E02001183,"Patricroft",946,0,190.0,9.501,1676.71
E02001184,"Ordsall & Salford Quays",881,23,366.0,0.025,17713.26
E02001185,"Higher Irlam",801,0,247.0,24.715,1212.33
E02001186,"Lower Irlam & Cadishead",767,5,605.0,35.455,1305.03
E02001187,"Reddish Vale View",766,0,57.0,7.220,51.45
E02001188,"North Reddish",676,0,372.0,10.798,203.91
E02001189,"Central Reddish",698,0,305.0,13.717,1323.07
E02001190,"Brinnington",808,0,57.0,7.406,187.34
E02001191,"Woodley",686,0,416.0,19.577,40.40
E02001192,"Heaton Chapel & Shaw Road",700,0,315.0,22.331,777.79
E02001193,"South Reddish & Heaton Norris",783,12,414.0,30.465,1161.01
E02001194,"Heaton Moor",727,0,248.0,19.939,524.71
E02001195,"Bredbury",808,1,280.0,50.226,699.58
E02001196,"Romiley & Compstall",550,0,416.0,28.725,540.95
E02001197,"Norris Bank",824,0,555.0,35.569,2826.67
E02001198,"Bredbury Green",710,0,280.0,25.691,163.89
E02001199,"Heaton Mersey",753,0,315.0,24.984,201.02
E02001200,"Central Stockport",791,12,43382.0,21.307,9471.06
E02001201,"Woodbank Park",756,0,214.0,6.600,742.14
E02001202,"Edgeley",737,0,43760.0,66.138,3660.62
E02001203,"Marple Bridge & Mellor",401,0,631.0,25.746,528.22
E02001204,"Cheadle Heath",799,1,43235.0,14.083,1818.19
E02001205,"Heaviley",766,1,214.0,14.898,3519.91
E02001206,"Marple & Rose Hill",456,0,280.0,29.545,1215.10
E02001207,"Offerton East & Bosden Farm",561,0,412.0,17.669,389.68
E02001208,"Cheadle East",830,0,43235.0,33.720,2789.19
E02001209,"Davenport",677,0,43384.0,14.323,320.06
E02001210,"Offerton West",619,0,105.0,16.956,222.57
E02001211,"Gatley North",822,0,539.0,27.396,281.55
E02001212,"Adswood",672,0,43292.0,10.742,1373.96
E02001213,"Woodsmoor & Mile End",600,0,43275.0,26.019,1375.03
E02001214,"Gatley South & Cheadle West",842,0,372.0,74.945,656.36
E02001215,"Marple & Hawk Green",413,0,600.0,43.283,946.70
E02001216,"Cheadle Hulme Orrishmere",718,0,372.0,46.255,1960.05
E02001217,"Hazel Grove North",526,0,940.0,56.814,2010.44
E02001218,"Bramhall North West",619,0,679.0,29.028,65.79
E02001219,"Hazel Grove West",569,0,307.0,25.098,401.08
E02001220,"Cheadle Hulme West",681,0,372.0,22.542,1596.79
E02001221,"Hazel Grove East & South",590,0,307.0,24.928,585.66
E02001222,"Heald Green West",728,1,372.0,23.713,3291.87
E02001223,"Bramhall North East",573,0,307.0,31.881,526.39
E02001224,"High Lane",508,0,731.0,22.221,482.32
E02001225,"Cheadle Hulme South East",691,0,372.0,32.496,1240.46
E02001226,"Heald Green East",719,0,372.0,20.639,354.69
E02001227,"Bramhall West",664,0,679.0,22.510,193.88
E02001228,"Bramhall South & Woodford",707,2,451.0,74.315,1454.32
E02001229,"Mossley",491,0,229.0,23.193,376.53
E02001230,"Ashton North",656,0,87.0,3.735,184.51
E02001231,"Carrbrook & Micklehurst",431,0,174.0,13.906,272.60
E02001232,"Hurst Cross",663,0,55.0,5.115,17.81
E02001233,"Ashton Waterloo",747,0,32.0,5.836,350.40
E02001234,"Smallshaw",689,1,87.0,4.863,111.63
E02001235,"Ashton East",741,0,193.0,5.835,850.11
E02001236,"Stalybridge North",648,3,138.0,12.849,421.99
E02001237,"Stalybridge East & Swineshaw",520,0,138.0,13.164,321.60
E02001238,"Droylsden East",769,0,388.0,18.007,426.22
E02001239,"Droylsden Central",733,2,86.0,15.125,689.73
E02001240,"Droylsden West",670,0,154.0,9.660,17.14
E02001241,"Ashton Central",860,9,395.0,31.075,9542.74
E02001242,"Audenshaw",845,1,220.0,6.679,279.36
E02001243,"Stalybridge South",586,2,323.0,26.354,1212.67
E02001244,"Dukinfield East & Hough Hill",677,0,187.0,7.330,621.20
E02001245,"Dukinfield West",727,3,240.0,14.788,456.39
E02001246,"Newtonmoor",673,0,49.0,7.408,0.00
E02001247,"Guide Bridge",776,0,270.0,9.623,728.81
E02001248,"Hyde North",765,0,136.0,15.516,355.50
E02001249,"Denton North",856,3,134.0,17.582,2357.16
E02001250,"Godley",822,0,136.0,8.822,528.23
E02001251,"Mottram",777,0,474.0,10.659,149.95
E02001252,"Dane Bank",848,0,191.0,7.947,504.48
E02001253,"Denton West",800,0,134.0,7.041,3619.51
E02001254,"Denton East",793,0,280.0,8.369,288.90
E02001255,"Hattersley",754,0,136.0,12.973,716.99
E02001256,"Hyde South",784,1,345.0,36.000,1521.39
E02001257,"Denton South",724,0,134.0,21.334,143.16
E02001258,"Cheetham Fold & Gee Cross",691,0,136.0,9.807,270.21
E02001259,"Old Trafford",705,0,189.0,13.896,3367.53
E02001260,"Trafford Park West & Kingsway Park",923,25,295.0,28.131,23048.49
E02001261,"Gorse Hill",798,3,341.0,16.616,6751.86
E02001262,"Firswood",723,0,259.0,7.594,2794.35
E02001263,"Davyhulme",801,9,213.0,27.772,2112.09
E02001264,"Trafford Park East & Sevenways",866,0,554.0,14.028,7167.82
E02001265,"Flixton & Moorside",749,0,213.0,23.822,439.50
E02001266,"Lostock & Stretford Meadows",870,0,554.0,12.063,1233.40
E02001267,"Urmston East",856,0,213.0,52.791,872.60
E02001268,"Urmston West",802,0,213.0,23.702,701.40
E02001269,"Stretford East",865,3,261.0,27.812,1040.82
E02001270,"Sale North",870,0,456.0,63.619,2016.58
E02001271,"Ashton upon Mersey North",877,1,343.0,24.413,830.85
E02001272,"Sale East",862,0,343.0,31.517,1752.16
E02001273,"Sale Central",815,2,343.0,120.903,2915.18
E02001274,"Ashton upon Mersey South",811,0,343.0,37.459,478.19
E02001275,"Partington",743,0,702.0,0.437,3529.81
E02001276,"Sale Moor",838,0,566.0,22.129,222.51
E02001277,"Broadheath & Firsway",768,2,720.0,31.668,3676.72
E02001278,"West Timperley",742,0,1091.0,29.031,1751.58
E02001279,"Timperley North",658,0,789.0,30.279,268.75
E02001280,"Timperley East",736,0,446.0,44.804,421.70
E02001281,"Timperley South",692,0,371.0,37.459,791.27
E02001282,"Altrincham East",706,3,894.0,194.252,5100.21
E02001283,"Altrincham West",746,3,523.0,88.579,4270.31
E02001284,"Hale",728,0,748.0,55.795,46.01
E02001285,"Bowdon",747,0,748.0,62.698,831.95
E02001286,"Hale Barns",798,0,371.0,65.599,1001.71
E02001287,"Standish North",803,0,159.0,19.386,1220.61
E02001288,"Standish South",762,0,216.0,30.098,853.02
E02001289,"Shevington",794,0,159.0,26.339,359.75
E02001290,"Aspull & Red Rock",728,0,365.0,13.207,1181.68
E02001291,"Beech Hill",689,0,159.0,22.729,113.90
E02001292,"Wigan Marylebone & Bottling Wood",687,6,216.0,9.845,1316.25
E02001293,"New Springs",676,0,206.0,12.901,231.59
E02001294,"Wigan Central",653,3,653.0,68.050,3615.11
E02001295,"Wigan East",675,0,206.0,9.521,928.08
E02001296,"Laithwaite & Marsh Green",764,1,287.0,16.848,5051.30
E02001297,"Pemberton North",823,0,287.0,11.565,936.12
E02001298,"Ince-in-Makerfield",680,0,282.0,19.240,723.89
E02001299,"Hindley West",659,2,149.0,21.644,705.92
E02001300,"Pemberton South",811,0,128.0,18.290,1031.93
E02001301,"Wigan South",758,3,420.0,27.248,4674.09
E02001302,"Hindley East",630,1,149.0,13.558,94.26
E02001303,"Atherton North",778,0,149.0,29.208,300.15
E02001304,"Orrell & Longshaw",801,0,371.0,24.664,1609.46
E02001305,"Hindley Green",679,0,297.0,13.532,163.98
E02001306,"Worsley Mesnes & Hawkley",814,0,76.0,9.379,964.89
E02001307,"Winstanley",785,0,288.0,16.866,455.11
E02001308,"Atherton South East & Tyldesley West",765,0,149.0,22.187,456.67
E02001309,"Atherton South West",787,1,297.0,35.675,882.37
E02001310,"Platt Bridge & Spring View",642,0,225.0,20.480,119.50
E02001311,"Tyldesley North",770,0,81.0,30.530,149.43
E02001312,"Abram & Bickershaw",698,0,655.0,13.916,303.72
E02001313,"Leigh North",734,2,229.0,12.135,1422.63
E02001314,"Tyldesley South",797,0,81.0,13.346,101.97
E02001315,"Astley",875,1,778.0,28.977,214.34
E02001316,"Leigh Central",752,20,148.0,17.754,3659.45
E02001317,"Leigh East & Higher Folds",756,0,229.0,14.275,663.30
E02001318,"Ashton-in-Makerfield North",806,0,84.0,16.540,293.48
E02001319,"Leigh West",751,0,297.0,13.922,545.64
E02001320,"Leigh South East",838,0,229.0,12.066,130.86
E02001321,"Ashton-in-Makerfield East",806,0,442.0,15.466,62.61
E02001322,"Ashton-in-Makerfield West",834,0,84.0,15.966,554.88
E02001323,"Leigh South",808,1,148.0,18.623,1307.77
E02001324,"Golborne",835,2,358.0,28.393,730.55
E02001325,"Lowton",830,0,447.0,30.988,0.00
E02001326,"Lowton Common",849,0,506.0,24.495,596.18
E02006860,"Werneth",890,0,206.0,9.881,122.78
E02006902,"City Centre North & Collyhurst",703,11,319.0,1.644,5325.28
E02006912,"Piccadilly & Ancoats",778,25,589.0,0.726,5616.35
E02006913,"Cheetham Hill",739,1,355.0,4.146,3409.70
E02006914,"University North & Whitworth Street",789,29,224.0,0.000,2725.77
E02006915,"Strangeways",764,0,281.0,10.684,2517.15
E02006916,"Hulme Park & St George's",805,0,133.0,0.000,854.30
E02006917,"Castlefield & Deansgate",808,16,224.0,0.000,3388.31
