MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02004313,"Gilesgate & Old Durham",330,315.0,3689.22,23.215,8,0.00,16046.52,0.00
E02004314,"Durham City",326,852.0,5435.80,58.657,29,0.00,1859.37,0.00
E02004315,"Aykley Heads",311,586.0,6989.24,44.090,19,0.00,2763.31,0.00
E02004316,"Esh Winning & Ushaw Moor",219,223.0,554.17,17.861,0,0.00,457.06,0.00
E02004317,"Brandon & Brancepeth",272,302.0,535.09,18.091,0,0.00,1718.55,0.00
E02004318,"High Shincliffe & Bowburn",336,424.0,1146.69,23.228,3,0.00,478.67,50344.76
E02004319,"Coxhoe & Quarrington Hill",337,491.0,284.61,22.739,0,0.00,547.58,0.00
E02004320,"Seaham Northlea & Westlea",327,122.0,1066.33,14.356,0,0.00,0.00,0.00
E02004321,"Seaham Central & South",318,122.0,2246.95,21.186,9,0.00,1557.87,0.00
E02004322,"Murton North & Parkside",327,122.0,199.18,15.684,0,0.00,0.00,0.00
E02004323,"South Murton & South Hetton",329,231.0,1749.94,17.545,4,0.00,8432.54,0.00
E02004324,"Easington & Hawthorn",328,300.0,644.99,10.901,0,0.00,898.16,2006.82
E02004325,"Peterlee East",327,69.0,398.15,8.814,1,0.00,1725.33,0.00
E02004326,"Shotton & Haswell",331,178.0,3714.12,22.250,0,0.00,221.29,75.78
E02004327,"Horden",322,69.0,284.22,6.769,0,0.00,0.00,0.00
E02004328,"Peterlee West",335,69.0,1078.75,5.429,0,0.00,2281.63,0.00
E02004329,"Peterlee South",61,69.0,2249.75,12.199,0,0.00,7297.42,0.00
E02004330,"Blackhall",324,102.0,525.58,10.808,0,0.00,0.00,0.00
E02004331,"Thornley & Wheatley Hill",334,140.0,197.07,22.800,0,0.00,505.71,0.00
E02004332,"Wingate & Castle Eden",333,64.0,63.80,20.606,0,0.00,406.00,0.00
E02004333,"Tudhoe Grange",304,188.0,694.88,17.347,0,0.00,0.00,0.00
E02004334,"Trimdon & Fishburn",326,146.0,605.09,17.152,0,0.00,0.00,0.00
E02004335,"Spennymoor East & Ferryhill West",321,235.0,2020.45,20.799,7,0.00,6853.49,0.00
E02004336,"Ferryhill East & Cornforth",333,156.0,165.96,10.224,0,0.00,0.00,0.00
E02004337,"Spennymoor West",314,241.0,839.41,44.725,0,0.00,775.54,0.00
E02004338,"Chilton",327,182.0,307.15,11.173,0,0.00,0.00,0.00
E02004339,"Sedgefield & Bishop Middleham",325,698.0,3509.46,29.829,2,0.00,5705.76,0.00
E02004340,"Shildon",304,214.0,1020.65,0.962,2,0.00,0.00,0.00
E02004341,"Newton Aycliffe North",321,182.0,239.58,18.889,0,0.00,0.00,0.00
E02004342,"Newton Aycliffe West",309,135.0,507.41,8.786,0,0.00,0.00,0.00
E02004343,"Newton Aycliffe East",311,182.0,654.82,16.166,3,0.00,8271.35,0.00
E02004344,"Newton Aycliffe South",310,439.0,1895.92,45.559,7,132779.43,0.00,50749.69
E02004345,"Evenwood",232,789.0,1747.87,41.024,0,0.00,0.00,0.00
E02004346,"Upper Teesdale",62,234.0,1280.23,21.032,11,0.00,544.17,0.00
E02004347,"Barnard Castle",117,50.0,2607.09,13.537,1,0.00,1723.02,0.00
E02004348,"Stanhope & Weardale",69,382.0,1710.31,23.396,0,0.00,823.44,219.86
E02004349,"Crook North & Tow Law",122,122.0,245.54,17.697,0,0.00,25.77,0.00
E02004350,"Crook South",161,478.0,1168.52,24.626,1,0.00,4943.94,534.09
E02004351,"Coundon North",252,176.0,449.00,13.800,0,0.00,486.09,0.00
E02004352,"Bishop Auckland North & Coundon Grange",309,196.0,1954.59,16.766,5,0.00,14117.40,0.00
E02004353,"Bishop Auckland Central & West",280,257.0,1024.01,18.156,0,0.00,444.42,0.00
E02004354,"Saint Helen Auckland & West Auckland",262,176.0,2148.06,14.830,4,0.00,20266.43,0.00
E02004355,"Bishop Auckland South",291,115.0,1383.24,7.039,3,0.00,0.00,0.00
